FFQ	11	0	0	0	86	39	22	30	32	20	33	28	41	31	35	52	54	43	44	58	98	43	129	215	141	195	182	338	473	416	584	1682	1643	5758	31788	70984	83432	2	2	0	0
FFQ	12	0	0	0	77	39	48	68	96	40	40	66	76	45	48	95	74	59	47	96	156	89	142	199	175	196	222	316	449	469	668	1958	1575	6694	32977	72824	78629	1	0	0	0
FFQ	13	0	0	0	78	24	34	33	29	18	24	29	27	36	32	58	44	36	51	44	91	53	120	211	151	201	218	259	471	430	626	1793	1597	6256	31928	70515	83231	3	2	0	0
FFQ	14	0	0	0	84	26	37	26	22	25	37	31	25	41	26	56	60	58	47	49	113	57	155	206	178	185	254	317	496	483	654	1926	1568	7373	34049	70562	79521	3	3	0	0
FFQ	15	0	0	0	92	33	21	26	30	31	29	32	35	29	34	59	72	42	45	92	96	67	152	168	197	237	283	316	498	469	623	2068	1577	7604	37452	80614	65625	1	4	0	0
FFQ	16	0	0	0	81	29	32	27	22	31	21	29	33	34	30	44	52	50	57	70	102	64	114	157	149	216	248	313	496	509	709	1844	1718	7344	32513	75753	75858	0	4	0	0
FFQ	17	0	0	0	72	24	34	30	29	21	33	33	28	34	37	48	53	36	53	63	117	78	135	143	184	243	305	295	482	493	739	2017	1621	7612	32676	76377	74600	4	4	0	0
FFQ	18	0	0	0	62	39	33	30	26	23	26	27	29	39	35	53	60	42	38	74	100	55	145	145	146	239	288	304	518	509	689	2088	1600	7878	33370	78174	71865	1	3	0	0
FFQ	19	0	0	0	66	30	32	34	23	30	37	38	20	32	32	53	61	51	52	70	137	39	121	159	158	221	312	286	538	516	707	2077	1621	7570	32200	78285	73142	0	3	0	0
FFQ	20	0	0	0	66	32	31	31	21	29	35	25	35	36	42	75	61	43	56	70	124	69	142	159	207	240	342	316	614	580	759	2314	1743	8671	34777	80482	66520	1	5	0	0
FFQ	21	0	0	0	75	33	29	42	34	28	39	35	43	33	38	56	80	53	62	72	107	78	155	167	182	244	292	312	551	514	751	2126	1883	8815	36590	81944	63285	0	5	0	0
FFQ	22	0	0	0	79	30	29	43	27	21	46	30	34	31	40	55	62	46	35	77	105	65	137	148	149	238	291	297	519	487	675	1988	1730	7804	33492	83262	66675	2	4	0	0
FFQ	23	0	0	0	77	24	36	37	33	34	38	38	36	36	49	72	79	41	60	93	145	78	144	170	194	247	307	334	667	539	760	2114	1765	8566	35576	84749	61606	0	9	0	0
FFQ	24	0	0	0	72	29	43	36	31	42	33	46	40	40	56	68	85	38	57	64	128	67	161	155	202	220	350	333	664	575	761	2296	1733	9694	39216	83701	57712	0	5	0	0
FFQ	25	0	0	0	68	37	36	31	31	36	45	32	51	45	46	73	91	37	57	77	142	63	172	146	198	248	315	321	551	561	732	2175	1744	9250	39544	86193	55597	3	5	0	0
FFQ	26	0	0	0	102	40	46	51	53	51	63	49	79	48	69	73	70	67	62	100	139	75	149	208	204	282	269	344	567	533	722	2231	1772	9038	40778	85353	55061	1	4	0	0
FFQ	27	0	0	0	102	39	53	61	50	36	68	48	71	63	56	84	101	55	69	88	179	85	164	236	226	267	338	354	625	638	705	2167	1676	9710	39395	90412	50526	1	5	0	0
FFQ	28	0	0	0	90	56	43	50	55	55	66	58	75	50	56	68	107	75	73	90	176	95	189	229	219	269	320	364	608	584	751	2190	1747	9771	41330	89810	49022	3	9	0	0
FFQ	29	0	0	0	98	50	51	57	74	54	67	61	86	68	55	83	139	69	73	107	198	92	212	198	216	279	298	399	603	643	780	2439	1733	10904	43717	90622	44222	4	2	0	0
FFQ	30	0	0	0	84	52	60	65	73	56	57	66	85	59	72	96	108	82	72	135	173	113	206	207	259	273	397	353	682	579	819	2514	1709	11209	44725	91722	41585	4	2	0	0
FFQ	31	0	0	0	109	73	60	84	64	76	71	74	82	50	66	94	120	95	86	108	176	113	167	268	235	300	309	396	594	564	764	2175	1835	10861	46151	90866	41661	1	5	0	0
FFQ	32	0	0	0	96	63	86	68	72	76	72	68	96	72	74	101	117	80	91	105	179	113	220	244	219	305	316	370	563	590	762	2269	1752	10963	46752	93412	38379	3	5	0	0
FFQ	33	0	0	0	91	73	74	87	86	90	89	88	101	67	95	112	154	96	103	137	196	110	230	277	234	288	369	455	626	678	814	2626	1848	12736	49494	90456	35765	1	7	0	0
FFQ	34	0	0	0	103	63	54	94	87	86	103	100	118	87	122	161	151	107	103	150	233	113	224	291	255	351	389	403	695	701	752	2727	1865	13530	50157	89475	34896	3	4	0	0
FFQ	35	0	0	0	95	69	73	66	81	79	75	87	95	79	74	124	141	94	90	121	235	132	228	240	280	346	401	407	699	688	825	2971	1970	14764	53364	88135	31613	5	7	0	0
FFQ	36	0	0	0	135	78	76	79	81	80	103	100	126	98	90	87	113	119	102	132	214	137	216	269	263	390	316	403	640	679	894	2579	1989	14136	52613	91522	29878	7	8	1	0
FFQ	37	0	0	0	109	64	89	66	101	98	71	93	112	88	88	95	155	110	90	134	232	135	226	292	256	387	364	373	664	647	911	2657	1920	14539	53163	90650	29755	5	14	0	0
FFQ	38	0	0	0	99	73	82	87	87	87	86	105	126	87	104	114	145	86	94	139	235	145	215	290	285	379	367	396	700	665	951	2840	2058	15516	55756	86888	29451	9	6	0	0
FFQ	39	0	0	0	111	77	87	107	97	97	82	112	125	96	86	136	194	108	120	173	244	135	241	275	270	323	445	447	767	713	871	2912	2073	16696	57244	88021	25256	7	5	0	0
FFQ	40	0	0	0	134	79	90	103	135	108	89	123	140	107	112	143	199	135	116	178	212	162	261	303	317	327	413	440	675	702	900	2902	1970	16512	59449	87960	23222	13	22	0	0
FFQ	41	0	0	0	165	139	134	142	140	142	114	140	178	116	139	156	179	159	150	169	229	165	271	305	286	391	328	459	667	664	873	2918	2073	17165	60540	86928	22116	6	7	0	0
FFQ	42	0	0	0	212	126	150	129	168	115	140	147	204	123	110	168	221	162	134	194	294	167	317	295	334	395	380	552	706	766	824	3020	1902	18825	61389	86678	19387	9	10	0	0
FFQ	43	0	0	0	189	142	127	152	153	130	123	151	213	141	120	197	240	162	139	190	258	187	310	320	331	416	426	515	729	794	874	3113	1969	18823	59845	88026	19235	9	4	0	0
FFQ	44	0	0	0	186	151	151	147	207	156	152	172	218	174	142	217	214	197	162	204	337	237	310	378	318	417	517	494	907	808	1005	3545	2000	22607	61005	83136	17871	5	6	0	0
FFQ	45	0	0	0	198	154	119	128	184	151	162	182	207	163	150	210	205	224	149	184	326	232	267	361	355	406	495	511	831	802	963	3479	2012	21657	62894	83253	17127	5	7	0	0
FFQ	46	0	0	0	280	179	218	214	205	199	184	190	254	144	152	201	232	175	212	204	263	214	284	320	360	446	436	541	757	767	1075	3348	2189	22691	63568	81730	16514	5	1	1	0
FFQ	47	0	0	0	298	188	220	213	251	195	191	215	268	175	163	240	252	199	208	205	287	277	337	362	401	424	458	612	775	881	1046	4274	2176	27607	63303	77338	14700	10	4	0	0
FFQ	48	0	0	0	284	202	236	237	241	237	178	234	236	150	175	270	259	184	200	230	316	284	312	379	399	389	483	652	811	926	977	3827	2086	25217	66678	76817	14632	8	6	1	0
FFQ	49	0	0	0	312	232	265	234	260	214	166	234	262	165	158	242	270	199	221	253	295	298	307	350	437	454	555	652	820	948	1066	4286	2265	27690	67760	72230	14644	8	0	1	0
FFQ	50	0	0	0	270	227	230	243	294	299	229	253	266	174	226	296	302	209	242	322	327	378	339	435	445	456	549	672	833	999	1008	4898	2173	29622	65078	73902	12541	11	5	0	0
FFQ	51	0	0	0	431	333	362	378	402	370	247	265	425	195	346	355	336	332	303	430	414	475	427	539	506	529	561	766	904	1075	1147	5961	2618	29800	67163	60539	19804	12	3	0	0
FFQ	52	0	0	0	422	314	369	421	366	416	282	316	415	218	374	405	399	344	321	449	462	456	453	610	584	571	671	856	1119	1276	1285	7867	2633	33055	65599	64359	11061	2	3	0	0
FFQ	53	0	0	0	365	297	306	318	371	298	235	249	321	213	219	291	344	263	247	311	453	313	402	498	530	570	566	810	1053	1353	1311	6612	2858	34044	67912	59189	15606	20	5	0	0
FFQ	54	0	0	0	371	236	268	277	337	264	236	256	332	217	208	289	362	244	215	243	473	228	476	438	533	561	622	816	1087	1465	1424	7084	2768	36506	69978	59901	10006	23	9	0	0
FFQ	55	0	0	0	351	263	249	291	277	272	239	273	297	184	209	244	341	231	213	254	419	255	447	448	461	504	576	753	1164	1362	1498	7268	2694	36102	73672	60314	6598	26	4	0	0
FFQ	56	0	0	0	405	260	341	311	278	355	266	287	408	269	261	313	371	305	256	278	471	273	393	516	435	615	743	749	1358	1468	1789	7858	3112	37984	67210	54690	14108	12	5	0	0
FFQ	57	0	0	0	329	277	315	301	271	303	271	294	324	238	297	342	351	307	293	312	421	274	450	441	464	535	684	689	1249	1306	1630	7103	2836	37433	71426	59748	7211	25	3	0	0
FFQ	58	0	0	0	369	309	289	318	340	323	287	322	362	274	263	337	345	301	252	281	471	263	478	475	589	614	680	864	1252	1514	1666	7135	3176	39196	71029	54097	10245	23	14	0	0
FFQ	59	0	0	0	368	306	294	365	322	313	271	313	379	270	266	377	401	325	243	312	487	296	501	516	590	574	698	876	1216	1616	1627	7868	3176	42978	73133	51734	5701	32	8	1	0
FFQ	60	0	0	0	309	281	273	279	349	273	283	325	379	281	276	325	406	354	210	287	549	330	460	574	590	710	850	893	1363	1812	1871	8119	3336	43661	70961	49968	7749	61	5	1	0
FFQ	61	0	0	0	346	337	369	394	361	417	284	405	406	317	340	388	406	348	286	343	562	344	495	566	555	759	804	991	1649	2005	2132	9227	3708	48086	68729	44843	7501	44	6	0	0
FFQ	62	0	0	0	395	347	393	407	377	399	307	360	467	311	323	377	383	336	322	363	545	326	473	584	554	681	784	827	1529	1662	2090	9383	3375	44768	74603	46647	4012	38	4	1	0
FFQ	63	0	0	0	359	367	355	437	444	396	346	424	468	339	309	381	509	406	266	337	652	343	532	617	643	812	909	950	1747	1983	2135	10391	3526	45515	66687	44579	10543	39	7	0	0
FFQ	64	0	0	0	376	406	380	454	479	421	382	414	499	370	330	403	528	393	376	364	704	361	548	579	694	786	897	1076	1657	2145	2247	10342	3713	50078	68202	41753	6354	34	8	0	0
FFQ	65	0	0	0	384	407	383	426	461	372	332	400	465	320	340	377	441	394	303	351	630	365	609	610	749	789	913	1085	1528	2069	2077	9050	3789	48234	71261	43093	5713	28	5	0	0
FFQ	66	0	0	0	492	490	473	543	486	503	399	472	522	338	386	430	463	449	345	392	630	396	606	642	710	827	896	1135	1650	1947	2176	9239	3970	49337	69868	41239	6276	24	1	1	0
FFQ	67	0	0	0	460	555	513	537	596	562	490	547	625	439	429	449	631	469	398	403	781	444	667	767	825	960	902	1369	1822	2448	2432	11365	4094	54459	66140	36210	4923	37	4	1	0
FFQ	68	0	0	0	567	642	550	576	574	580	412	503	600	417	408	422	616	463	344	413	727	404	591	658	728	833	889	1226	1600	2212	2142	10294	3824	50520	70043	38959	4932	76	7	1	0
FFQ	69	0	0	0	600	624	546	625	594	558	443	469	668	429	408	459	556	515	393	441	733	414	644	716	719	907	942	1135	1728	2310	2231	10959	3986	52515	71954	35694	2779	53	5	1	0
FFQ	70	0	0	0	536	584	499	579	607	562	467	537	702	487	470	529	705	559	380	477	921	423	645	920	765	1093	1299	1278	2319	2764	2663	12673	4235	55960	65452	32656	3943	52	10	2	0
FFQ	71	0	0	0	553	537	513	604	511	573	394	490	591	396	443	473	431	541	412	469	712	416	594	791	666	1029	1100	1041	2007	2295	2454	10458	4397	52791	69060	36723	4210	68	8	2	0
FFQ	72	0	0	0	645	578	560	688	511	604	442	557	575	441	433	453	515	578	385	460	750	464	578	778	686	1011	1106	1062	2126	2364	2598	11111	4490	54027	67657	35307	4115	91	6	1	0
FFQ	73	0	0	0	798	647	668	722	637	672	478	583	681	537	467	585	589	653	390	483	768	479	575	853	652	1052	1200	1037	2094	2390	2662	12398	4202	55611	69858	31123	2145	50	12	2	0
FFQ	74	0	0	0	635	531	611	681	581	624	493	578	661	559	466	583	683	647	448	551	816	540	655	908	797	1053	1213	1081	2214	2531	2693	12801	4261	55145	63423	33982	5214	70	23	1	0
FFQ	75	0	0	0	633	543	506	644	601	532	549	526	651	497	474	665	642	659	465	576	860	607	785	872	939	1060	1192	1276	2296	2574	2865	13966	4391	58192	59761	32113	5739	62	39	1	0
FFQ	76	0	0	0	873	636	700	719	682	652	536	627	686	518	539	674	562	709	489	621	726	643	727	931	946	1045	1115	1436	2237	2651	3130	13521	5122	58504	59013	31619	5040	99	24	1	0
FFQ	77	0	0	0	956	813	668	777	754	706	626	705	780	558	649	722	759	735	489	765	770	761	835	945	959	1104	1204	1510	2159	2741	3047	14160	5039	57699	58515	30858	4841	121	21	2	0
FFQ	78	0	0	0	1144	943	821	941	879	885	705	828	1027	689	705	878	845	892	602	862	888	981	894	1049	1089	1086	1239	1396	2283	2648	2678	15008	4761	57404	56040	29948	5536	137	42	0	0
FFQ	79	0	0	0	1452	1269	999	1199	1056	1059	909	1062	1195	849	879	1066	1153	1032	643	972	937	1138	1044	1188	1236	1128	1260	1553	2545	2703	2816	14963	4807	55965	53230	29178	5896	170	202	0	0
FFQ	80	0	0	0	1784	1464	1174	1390	1284	1195	1028	1248	1469	1009	972	1308	1241	1209	652	1144	1159	1408	1259	1405	1418	1267	1598	1996	3405	3176	3107	13205	4799	54238	47966	27584	8780	199	1213	0	0
FFQ	81	0	0	0	3853	2293	2331	2141	2117	2076	1439	1899	1655	1255	1101	1511	1166	1169	693	1042	835	1083	859	990	1049	1174	1178	1481	2693	2994	3000	12399	4925	53518	49958	26007	6691	140	37	1	0
FFQ	82	0	0	0	5528	3141	2613	2635	2230	2052	1384	1656	1840	893	938	1305	1074	842	468	820	742	862	709	844	756	1053	1099	1278	2143	2561	2666	11014	5118	53991	57701	23822	2788	159	25	3	0
FFQ	83	0	0	0	5446	3317	2703	2771	2358	2103	1524	1703	1897	858	880	1209	1089	744	453	778	795	719	710	872	779	1036	1110	1239	2260	2674	2813	12063	5138	55243	56832	22206	2233	188	10	0	0
FFQ	84	0	0	0	6387	3614	2789	2903	2253	1986	1413	1491	1809	823	756	1085	1021	683	426	653	790	684	635	859	744	969	1097	1246	2188	2599	2736	12041	5338	56785	58495	19883	1334	220	16	2	0
FFQ	85	0	0	0	6549	3925	2546	2953	2149	1918	1473	1445	1831	817	744	1130	993	695	453	608	800	616	656	839	802	1079	1139	1317	2311	2875	2839	12703	5440	58489	57372	17923	1065	246	12	1	0
FFQ	86	0	0	0	12565	4172	3541	2252	1481	1116	788	760	694	570	496	563	528	529	402	420	651	397	578	704	683	924	1102	1296	2255	2729	2958	12857	5174	61464	56681	16494	840	77	11	1	0
FFQ	87	0	0	0	12408	3983	3527	2189	1532	1185	886	871	765	634	452	587	578	515	401	416	719	422	568	811	679	1013	1174	1338	2311	2955	3000	13512	5175	62523	55164	15609	725	115	11	0	0
FFQ	88	0	0	0	11594	3935	3554	2453	1686	1330	960	901	838	687	524	647	597	588	392	398	807	414	592	828	773	1107	1172	1391	2478	3077	2942	14054	5275	63168	53822	14867	754	136	12	0	0
FFQ	89	0	0	0	11453	3680	3371	2404	1886	1473	997	1087	870	776	546	642	682	558	404	422	814	401	601	846	763	1132	1319	1408	2628	3329	3173	14466	5335	64083	52230	14131	680	145	16	2	0
FFQ	90	0	0	0	10781	3683	3236	2646	2009	1558	1136	1118	961	861	611	742	717	597	438	485	899	443	692	936	813	1211	1376	1553	2843	3537	3235	15509	5229	65315	49728	13050	642	151	10	2	0
FFQ	91	0	0	0	10282	3411	3258	2625	1953	1614	1229	1250	1107	952	718	820	701	702	507	542	926	484	730	891	855	1228	1394	1628	2755	3531	3425	15699	5222	66615	48771	12302	558	51	14	3	0
FFQ	92	0	0	0	9601	3280	3279	2719	2206	1749	1326	1443	1064	1084	697	825	851	712	496	520	995	481	731	958	962	1167	1427	1602	2978	3851	3311	16323	5396	67379	47033	11656	529	100	22	0	0
FFQ	93	0	0	0	8799	3658	3297	3030	2182	1817	1338	1522	1143	1066	738	837	869	748	508	487	1115	498	748	998	934	1340	1540	1753	3181	3971	3327	17235	5559	67122	45670	11068	519	120	15	1	0
FFQ	94	0	0	0	8215	3637	3313	3066	2334	2004	1476	1526	1252	1178	748	855	875	737	500	516	1181	535	816	1113	982	1430	1658	1784	3293	4110	3518	17776	5491	67968	43970	10267	498	112	19	0	0
FFQ	95	0	0	0	7773	3669	3288	3070	2540	1997	1545	1594	1283	1212	735	887	920	825	510	510	1182	484	788	1113	968	1356	1640	1870	3353	4289	3531	18162	5495	68733	42953	9872	465	119	22	0	0
FFQ	96	0	0	0	7805	3284	3489	3080	2487	2088	1578	1662	1326	1213	876	1053	850	878	634	634	1121	567	816	1140	1053	1456	1644	1943	3417	3992	3964	17852	5693	69361	41913	9364	419	78	23	0	0
FFQ	97	0	0	0	7094	3529	3474	3316	2507	2219	1599	1724	1352	1337	890	1083	900	842	558	617	1283	568	905	1205	1131	1608	1761	2055	3563	4537	3855	18742	5950	68700	40043	9179	468	131	26	2	0
FFQ	98	0	0	0	6533	3687	3414	3295	2658	2261	1686	1892	1482	1388	925	1048	1059	901	573	602	1308	594	919	1272	1116	1701	1915	2077	3902	4574	4084	19489	5968	68585	38695	8513	452	151	32	2	0
FFQ	99	0	0	0	6445	3844	3328	3385	2780	2285	1818	1856	1447	1308	850	1084	1109	998	601	627	1386	599	936	1342	1124	1756	1990	2245	4026	4875	4037	20001	5984	68205	37257	8581	444	175	24	1	0
FFQ	100	0	0	0	5868	3730	3369	3486	2922	2467	1776	1946	1563	1533	929	1164	1160	1004	585	651	1555	639	1061	1465	1236	1909	2161	2370	4024	5145	4168	20864	5976	68577	34999	7804	446	166	34	1	0
FFQ	101	0	0	0	6251	3478	3756	3265	2895	2379	1842	2011	1647	1463	1018	1278	1046	1251	761	784	1490	778	1074	1524	1323	2002	2198	2518	4190	4988	4530	20789	6431	67512	34293	7434	412	116	25	1	0
FFQ	102	0	0	0	5949	3647	3556	3436	2969	2537	1871	2001	1652	1590	1019	1281	1221	1163	691	756	1696	798	1078	1710	1457	2137	2184	2736	4282	5342	4492	21305	6364	66872	32891	7427	433	188	20	2	0
FFQ	103	0	0	0	5710	3725	3574	3430	3088	2695	1839	2063	1720	1620	974	1204	1238	1184	686	745	1707	750	1155	1704	1427	2209	2403	2750	4484	5466	4776	22150	6665	66094	31748	7036	501	209	22	2	0
FFQ	104	0	0	0	5508	3711	3441	3671	3148	2623	1931	1999	1759	1756	1050	1185	1226	1235	697	777	1812	741	1262	1790	1478	2168	2489	2745	4619	5699	4707	22131	6625	65719	31514	6790	464	246	31	6	0
FFQ	105	0	0	0	5562	3718	3566	3596	3191	2658	1970	2057	1694	1710	1026	1299	1335	1247	715	716	1928	742	1310	1821	1573	2310	2466	2855	4837	5800	4884	22554	6523	65449	30125	6832	421	240	23	0	0
FFQ	106	0	0	0	5543	3622	3675	3670	2963	2821	1921	2307	1892	1784	1220	1580	1260	1476	1027	1076	1834	1128	1452	1970	1857	2652	2403	3110	4730	5686	5393	22479	7246	63331	28506	6461	397	247	33	1	0
FFQ	107	0	0	0	5361	3841	3502	3731	3072	2865	2024	2257	2026	1801	1243	1605	1496	1630	987	1108	2276	1122	1533	2171	1936	2935	2858	3411	4989	6325	5639	23971	7447	61334	25483	5969	468	276	56	5	0
FFQ	108	0	0	0	5174	4088	3560	3817	3977	2985	2153	2709	3344	2783	1360	1835	3019	3594	1122	1203	5628	1330	2623	4217	3011	4459	4219	5037	6649	7810	5131	19525	6447	40871	24959	8909	958	213	30	4	0
# Last Fragment Qualities. Use `grep ^LFQ | cut -f 2-` to extract this part.
# Columns correspond to qualities and rows to cycles. First column is the cycle number.
LFQ	1	0	0	0	315	14	10	949	4244	119	1366	578	56	1003	318	528	570	264	818	1560	905	659	978	714	1142	1090	1977	796	4172	1337	4530	4513	7128	864	155073	162	1	0	0	0	0
LFQ	2	0	0	0	1033	569	1671	2103	3991	1358	1802	1151	920	1492	894	1145	958	808	1106	1461	883	809	834	912	887	804	1146	993	1103	1031	4037	2429	5185	684	154414	140	0	0	0	0	0
LFQ	3	0	0	0	1297	924	2853	3394	3422	1823	1854	1118	1151	1351	876	1032	1045	775	1107	1066	1069	733	799	921	777	751	844	781	791	733	3502	1915	5018	668	154271	88	4	0	0	0	0
LFQ	4	0	0	0	1281	1231	2613	3328	2657	1487	1578	982	964	1383	821	1048	989	831	1105	1056	909	845	797	918	957	747	967	974	998	973	4527	2464	6961	490	151832	37	3	0	0	0	0
LFQ	5	0	0	0	1284	1325	2101	3447	2500	1382	1532	941	961	1396	863	1170	926	762	1126	1069	852	790	809	880	827	759	1028	806	782	881	4436	2581	4952	566	154954	57	8	0	0	0	0
LFQ	6	0	0	0	1387	1200	2061	2865	2329	1049	1273	604	765	884	606	737	797	616	1006	1618	885	889	998	1002	943	998	1349	907	1690	1320	2628	3302	6150	469	155401	21	4	0	0	0	0
LFQ	7	0	0	0	1575	1500	3807	3846	4094	1777	2450	1194	1471	1532	1020	1006	1134	814	1078	845	1097	617	877	643	860	857	842	944	1025	834	2221	949	4166	453	153191	28	6	0	0	0	0
LFQ	8	0	0	0	1652	1392	2487	2590	2403	1038	1467	720	966	1276	985	1037	1298	1086	1648	1528	1188	918	913	901	1055	968	1024	934	1022	1255	2378	2322	5298	543	154422	36	3	0	0	0	0
LFQ	9	0	0	0	1816	1450	2828	3173	3834	1221	2344	1125	1465	1629	1040	1089	1280	920	1183	1238	892	842	897	812	891	854	784	700	1016	846	2068	1333	4517	542	154074	46	4	0	0	0	0
LFQ	10	0	0	0	1736	1516	2887	2929	3419	1270	2181	1198	1663	1930	1293	1157	1464	1081	1432	916	1009	878	772	992	843	878	810	709	793	868	2432	1092	4864	627	153079	31	4	0	0	0	0
LFQ	11	0	0	0	1805	1492	2591	2898	3050	1108	2114	979	1396	1965	1458	1202	2062	1317	2226	868	988	603	916	869	675	851	783	715	799	1080	1347	1310	4360	602	154301	23	0	0	0	0	0
LFQ	12	0	0	0	2018	2404	7325	3962	3970	1478	1718	1071	987	1230	819	868	940	657	1033	767	724	558	691	738	645	648	705	693	627	798	1676	979	4066	574	153356	25	3	0	0	0	0
LFQ	13	0	0	0	1830	1474	2404	2486	2353	1012	1290	592	771	1340	743	833	1350	1045	3147	849	2145	926	998	1490	742	748	1022	896	1588	890	1573	1627	5316	1220	154029	20	4	0	0	0	0
LFQ	14	0	0	0	1857	1856	4105	4077	3701	1755	2231	1303	1628	1592	1240	1087	1234	747	1400	875	955	662	775	619	625	657	621	742	702	777	1281	1115	3893	729	153890	17	5	0	0	0	0
LFQ	15	0	0	0	2007	1686	3377	2911	3065	1533	1702	995	1643	1530	1431	1348	1436	1033	1370	1189	1039	757	854	797	784	715	935	651	1053	947	1767	1144	5131	1147	152757	17	2	0	0	0	0
LFQ	16	0	0	0	1935	1535	2320	2394	2315	1077	1383	679	926	1216	851	1033	1389	889	2216	1298	1289	956	1204	1250	859	914	968	1140	1026	1205	1673	1553	5538	878	154830	12	2	0	0	0	0
LFQ	17	0	0	0	3156	2239	4345	3752	3223	1888	1901	1304	1250	1368	841	983	985	734	1034	892	701	707	676	636	651	606	886	634	757	727	1542	1140	4419	601	154153	19	3	0	0	0	0
LFQ	18	0	0	0	1967	1568	2441	2447	2422	1342	1501	900	1106	1978	1008	1167	1267	1098	1736	1163	1268	850	1094	1260	757	795	779	1024	1238	956	1558	1342	5677	992	154032	14	6	0	0	0	0
LFQ	19	0	0	0	2646	1858	3769	3651	3200	2218	2260	1642	1547	1839	1072	1143	1120	736	1215	839	817	625	686	642	654	819	611	740	650	803	1368	942	4579	556	153482	18	6	0	0	0	0
LFQ	20	0	0	0	3875	3522	5032	3551	2902	1874	1689	1200	1075	1315	815	973	1018	747	929	869	761	635	662	628	976	662	646	772	788	859	1592	887	4346	660	152474	14	5	0	0	0	0
LFQ	21	0	0	0	2139	1671	2322	2309	2410	1119	1324	726	830	1111	666	959	896	755	1229	1103	996	849	1029	1223	1260	1065	1326	1290	1008	1606	2396	2258	6454	670	153743	11	0	0	0	0	0
