ID	lgth	out	in	long_cov	short1_cov	short1_Ocov	short2_cov	short2_Ocov	short3_cov	short3_Ocov	short4_cov	short4_Ocov	long_nb	short1_nb	short2_nb	short3_nb	short4_nb
32	49	1	1	0.000000	16.897959	16.897959	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	28	0	0	0
33	257	1	1	0.000000	29.400778	29.400778	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	207	0	0	0
34	18	1	0	0.000000	27.555556	27.555556	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	18	0	0	0
35	35	2	0	0.000000	18.057143	18.057143	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	34	0	0	0
36	6	2	3	0.000000	152.500000	56.333333	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	90	0	0	0
37	13841	1	1	0.000000	10.228307	0.092696	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	3458	0	0	0
38	123	1	1	0.000000	38.243902	38.243902	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	135	0	0	0
39	21	2	2	0.000000	90.619048	90.619048	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	79	0	0	0
40	197	1	1	0.000000	40.670051	35.979695	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	219	0	0	0
41	11	1	0	0.000000	14.181818	14.181818	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	19	0	0	0
42	76	1	1	0.000000	17.565789	17.565789	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	46	0	0	0
43	47	1	1	0.000000	16.702128	16.702128	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	32	0	0	0
44	1	2	3	0.000000	64.000000	64.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	32	0	0	0
45	12	2	2	0.000000	33.416667	33.416667	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	28	0	0	0
46	11	1	2	0.000000	18.181818	18.181818	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	13	0	0	0
47	67	1	1	0.000000	11.940299	11.940299	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	24	0	0	0
48	17	2	1	0.000000	31.823529	31.823529	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	30	0	0	0
49	1	2	3	0.000000	152.000000	138.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	62	0	0	0
50	4	1	0	0.000000	40.500000	30.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	18	0	0	0
51	55	1	1	0.000000	14.800000	14.800000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	25	0	0	0
52	6	0	2	0.000000	51.833333	51.833333	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	29	0	0	0
53	20	2	2	0.000000	30.200000	30.200000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	42	0	0	0
54	88	2	2	0.000000	65.318182	47.738636	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	134	0	0	0
55	174	1	1	0.000000	28.925287	28.925287	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	136	0	0	0
56	448	1	1	0.000000	23.290179	22.535714	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	258	0	0	0
57	5	1	1	0.000000	10.400000	10.400000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	6	0	0	0
58	8	2	2	0.000000	40.625000	40.625000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	29	0	0	0
59	60	2	1	0.000000	13.583333	13.583333	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	28	0	0	0
60	63	2	2	0.000000	41.603175	41.603175	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	99	0	0	0
61	14	2	2	0.000000	51.357143	51.357143	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	45	0	0	0
62	3	0	1	0.000000	21.666667	21.666667	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	14	0	0	0
63	6	1	0	0.000000	28.000000	28.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	20	0	0	0
64	10	0	0	0.000000	25.900000	25.900000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	13	0	0	0
65	132	2	2	0.000000	23.227273	23.227273	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	89	0	0	0
66	1056	1	1	0.000000	10.928030	2.278409	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	307	0	0	0
67	79	0	1	0.000000	30.468354	30.468354	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	69	0	0	0
68	29	2	2	0.000000	46.000000	46.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	67	0	0	0
69	102	1	1	0.000000	17.990196	17.990196	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	52	0	0	0
70	47	1	1	0.000000	16.595745	16.595745	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	35	0	0	0
71	57	2	2	0.000000	32.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	66	0	0	0
72	91	2	2	0.000000	35.373626	27.835165	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	101	0	0	0
73	17	1	0	0.000000	16.470588	16.470588	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	7	0	0	0
74	65	2	2	0.000000	18.369231	18.369231	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	44	0	0	0
75	38	1	1	0.000000	8.052632	8.052632	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	9	0	0	0
76	14	0	1	0.000000	13.928571	13.928571	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	11	0	0	0
77	1	1	0	0.000000	32.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	15	0	0	0
78	7	1	0	0.000000	15.571429	13.142857	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	13	0	0	0
79	845	1	1	0.000000	8.852071	4.241420	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	217	0	0	0
80	11	1	2	0.000000	27.545455	27.545455	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	23	0	0	0
81	2	2	2	0.000000	85.000000	85.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	45	0	0	0
82	45	1	1	0.000000	19.666667	19.666667	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	34	0	0	0
83	228	1	1	0.000000	18.631579	18.631579	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	123	0	0	0
84	2	2	2	0.000000	43.500000	43.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	27	0	0	0
85	93	1	1	0.000000	24.053763	24.053763	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	76	0	0	0
86	41	2	1	0.000000	35.000000	35.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	48	0	0	0
87	23	2	2	0.000000	52.521739	52.521739	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	58	0	0	0
88	97	1	1	0.000000	17.422680	17.422680	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	50	0	0	0
89	9	1	2	0.000000	30.444444	30.444444	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	16	0	0	0
90	1	1	2	0.000000	64.000000	64.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	29	0	0	0
91	5	2	2	0.000000	87.800000	87.800000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	45	0	0	0
92	2	2	1	0.000000	66.000000	66.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	31	0	0	0
93	1	2	1	0.000000	44.000000	44.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	22	0	0	0
94	35	1	1	0.000000	10.885714	10.885714	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	10	0	0	0
95	2	2	2	0.000000	55.500000	55.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	24	0	0	0
96	72	1	2	0.000000	33.416667	33.416667	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	81	0	0	0
97	1	1	1	0.000000	27.000000	27.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	19	0	0	0
98	100	1	1	0.000000	15.240000	15.240000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	49	0	0	0
99	12	2	2	0.000000	23.500000	23.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	18	0	0	0
100	55	1	1	0.000000	16.345455	16.345455	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	30	0	0	0
101	8	2	3	0.000000	52.000000	52.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	39	0	0	0
102	61	1	1	0.000000	13.508197	13.508197	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	33	0	0	0
103	7	1	2	0.000000	17.000000	17.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	11	0	0	0
104	6	2	1	0.000000	65.833333	65.833333	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	39	0	0	0
105	15	1	2	0.000000	83.133333	83.133333	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	66	0	0	0
106	2	2	2	0.000000	87.000000	87.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	42	0	0	0
107	7	1	2	0.000000	30.714286	30.714286	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	18	0	0	0
108	1	2	2	0.000000	40.000000	40.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	21	0	0	0
109	5	0	1	0.000000	29.600000	29.600000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	19	0	0	0
110	10	1	1	0.000000	15.300000	15.300000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	11	0	0	0
111	44	2	2	0.000000	37.045455	37.045455	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	59	0	0	0
112	15	1	1	0.000000	10.600000	10.600000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	9	0	0	0
113	22	2	2	0.000000	30.909091	30.909091	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	31	0	0	0
114	49	1	1	0.000000	11.489796	11.489796	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	17	0	0	0
115	6	2	0	0.000000	19.000000	19.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	12	0	0	0
116	161	2	2	0.000000	25.167702	25.167702	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	125	0	0	0
117	15	1	1	0.000000	19.533333	19.533333	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	17	0	0	0
118	1	2	1	0.000000	27.000000	27.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	15	0	0	0
119	1	2	2	0.000000	59.000000	59.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	31	0	0	0
120	38	0	1	0.000000	9.710526	9.710526	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	19	0	0	0
121	29	1	1	0.000000	11.172414	11.172414	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	13	0	0	0
122	105	1	2	0.000000	15.400000	15.400000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	49	0	0	0
123	4	2	1	0.000000	43.000000	43.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	23	0	0	0
124	1003	1	1	0.000000	8.469591	8.469591	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	236	0	0	0
125	47	1	1	0.000000	12.808511	12.808511	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	22	0	0	0
126	5	2	2	0.000000	25.600000	25.600000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	20	0	0	0
127	87	1	1	0.000000	56.885057	52.344828	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	148	0	0	0
128	67	2	2	0.000000	84.537313	79.970149	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	171	0	0	0
129	55	1	1	0.000000	11.345455	11.345455	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	20	0	0	0
130	5	1	2	0.000000	43.000000	43.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	21	0	0	0
131	220	1	1	0.000000	21.181818	21.181818	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	114	0	0	0
132	10	1	2	0.000000	20.500000	20.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	18	0	0	0
133	35	2	2	0.000000	33.285714	33.285714	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	45	0	0	0
134	20	1	1	0.000000	11.000000	11.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	10	0	0	0
135	34	1	1	0.000000	11.264706	11.264706	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	17	0	0	0
136	4	2	2	0.000000	36.000000	36.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	18	0	0	0
137	100	1	1	0.000000	25.690000	25.690000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	73	0	0	0
138	143	2	2	0.000000	48.755245	40.720280	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	225	0	0	0
139	41	1	1	0.000000	14.317073	14.317073	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	24	0	0	0
140	16	2	1	0.000000	33.812500	33.812500	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	34	0	0	0
141	2	2	2	0.000000	55.500000	55.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	33	0	0	0
142	3	1	1	0.000000	32.666667	32.666667	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	19	0	0	0
143	1151	1	1	0.000000	11.358818	1.549088	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	324	0	0	0
144	80	1	1	0.000000	14.787500	14.787500	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	35	0	0	0
145	1	2	2	0.000000	38.000000	38.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	23	0	0	0
146	7	1	2	0.000000	76.857143	48.571429	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	38	0	0	0
147	35	1	1	0.000000	15.428571	15.428571	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	18	0	0	0
148	22	2	1	0.000000	43.909091	38.590909	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	38	0	0	0
149	2	1	1	0.000000	19.500000	19.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	10	0	0	0
150	5	2	2	0.000000	60.000000	60.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	32	0	0	0
151	36	2	2	0.000000	67.972222	45.527778	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	96	0	0	0
152	43	1	1	0.000000	10.255814	10.255814	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	15	0	0	0
153	196	1	1	0.000000	38.663265	38.663265	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	198	0	0	0
154	129	1	1	0.000000	16.534884	16.534884	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	57	0	0	0
155	1929	1	1	0.000000	10.329705	6.528253	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	505	0	0	0
156	29	1	1	0.000000	18.862069	18.862069	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	32	0	0	0
157	25	1	1	0.000000	26.120000	26.120000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	35	0	0	0
158	257	1	1	0.000000	34.599222	32.019455	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	218	0	0	0
159	16	2	2	0.000000	72.062500	52.562500	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	63	0	0	0
160	27	1	1	0.000000	10.740741	10.740741	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	13	0	0	0
161	8	2	2	0.000000	18.625000	18.625000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	17	0	0	0
162	46	1	1	0.000000	15.065217	15.065217	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	28	0	0	0
163	26	2	1	0.000000	44.153846	33.692308	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	45	0	0	0
164	29	1	1	0.000000	14.758621	14.758621	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	19	0	0	0
165	34	2	2	0.000000	31.470588	31.470588	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	46	0	0	0
166	50	1	1	0.000000	12.700000	12.700000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	21	0	0	0
167	13	2	1	0.000000	71.461538	71.461538	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	58	0	0	0
168	8	2	1	0.000000	58.625000	58.625000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	41	0	0	0
169	11	1	2	0.000000	43.090909	43.090909	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	44	0	0	0
170	24	1	1	0.000000	10.166667	10.166667	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	14	0	0	0
171	77	2	2	0.000000	25.987013	25.987013	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	59	0	0	0
172	44	1	1	0.000000	15.136364	15.136364	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	25	0	0	0
173	73	1	2	0.000000	37.534247	37.534247	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	80	0	0	0
174	37	1	1	0.000000	11.324324	11.324324	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	16	0	0	0
175	143	1	1	0.000000	21.657343	21.657343	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	95	0	0	0
176	9	2	2	0.000000	75.111111	75.111111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	44	0	0	0
177	3	1	0	0.000000	23.000000	23.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	10	0	0	0
178	254	1	1	0.000000	23.456693	23.456693	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	136	0	0	0
179	62	1	2	0.000000	17.870968	17.870968	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	27	0	0	0
180	195	1	1	0.000000	20.779487	20.779487	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	110	0	0	0
181	160	0	1	0.000000	15.700000	15.700000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	63	0	0	0
182	97	2	1	0.000000	36.505155	36.505155	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	105	0	0	0
183	686	1	2	0.000000	25.163265	25.163265	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	445	0	0	0
184	24	0	1	0.000000	19.750000	19.750000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	20	0	0	0
185	90	1	1	0.000000	6.733333	6.733333	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	20	0	0	0
186	30	2	1	0.000000	19.000000	19.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	24	0	0	0
187	58	0	1	0.000000	18.206897	18.206897	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	46	0	0	0
188	12	2	2	0.000000	48.583333	48.583333	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	41	0	0	0
189	11	1	1	0.000000	26.727273	26.727273	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	22	0	0	0
190	52	0	1	0.000000	14.269231	14.269231	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	37	0	0	0
191	57	0	1	0.000000	14.473684	14.473684	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	28	0	0	0
192	259	0	0	0.000000	15.602317	12.339768	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	125	0	0	0
193	4	0	0	0.000000	16.250000	16.250000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	9	0	0	0
194	23	0	0	0.000000	25.782609	25.782609	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	27	0	0	0
195	40	0	0	0.000000	25.775000	25.775000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	30	0	0	0
196	3	0	0	0.000000	17.333333	17.333333	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	9	0	0	0
197	16639	1	1	0.000000	8.704730	1.183424	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	3563	0	0	0
198	17	0	0	0.000000	20.647059	20.647059	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	14	0	0	0
199	59	2	2	0.000000	24.813559	24.813559	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	40	0	0	0
200	39	1	1	0.000000	9.358974	9.358974	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	11	0	0	0
201	40	1	1	0.000000	8.100000	8.100000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	20	0	0	0
202	350	2	0	0.000000	21.591429	21.591429	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	210	0	0	0
203	141	0	2	0.000000	20.879433	20.879433	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	94	0	0	0
204	85	1	1	0.000000	29.094118	29.094118	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	74	0	0	0
205	53	2	2	0.000000	36.471698	36.471698	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	74	0	0	0
206	492	1	2	0.000000	25.890244	24.065041	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	318	0	0	0
207	6	0	0	0.000000	22.500000	22.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	10	0	0	0
208	101	0	0	0.000000	22.000000	22.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	69	0	0	0
209	9087	1	0	0.000000	10.356003	10.308022	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	2248	0	0	0
210	9	0	0	0.000000	18.333333	18.333333	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	13	0	0	0
211	193	0	0	0.000000	19.797927	19.797927	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	92	0	0	0
212	19	1	1	0.000000	15.894737	15.894737	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	25	0	0	0
213	7	1	1	0.000000	21.428571	21.428571	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	14	0	0	0
214	5	2	2	0.000000	23.800000	23.800000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	15	0	0	0
215	5	2	2	0.000000	33.600000	33.600000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	24	0	0	0
216	31	1	1	0.000000	12.451613	12.451613	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	11	0	0	0
217	43	1	1	0.000000	11.069767	11.069767	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	15	0	0	0
218	5	2	2	0.000000	33.000000	33.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	12	0	0	0
