ID	lgth	out	in	long_cov	short1_cov	short1_Ocov	short2_cov	short2_Ocov	short3_cov	short3_Ocov	short4_cov	short4_Ocov	long_nb	short1_nb	short2_nb	short3_nb	short4_nb
32	6	2	1	0.000000	45.333333	45.333333	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	24	0	0	0
33	23	2	1	0.000000	76.391304	75.434783	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	75	0	0	0
34	3	1	1	0.000000	22.000000	22.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	12	0	0	0
35	6	1	2	0.000000	46.000000	46.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	26	0	0	0
36	1	2	3	0.000000	86.000000	86.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	38	0	0	0
37	2	2	4	0.000000	300.500000	49.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	137	0	0	0
38	11	2	3	0.000000	207.272727	184.545455	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	130	0	0	0
39	5	2	1	0.000000	188.600000	82.800000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	103	0	0	0
40	4	1	2	0.000000	52.250000	52.250000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	24	0	0	0
41	40	1	1	0.000000	17.300000	17.300000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	35	0	0	0
42	44	2	2	0.000000	42.363636	42.363636	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	58	0	0	0
43	2	1	2	0.000000	83.000000	83.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	41	0	0	0
44	1	2	2	0.000000	111.000000	111.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	52	0	0	0
45	4	2	1	0.000000	81.500000	81.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	41	0	0	0
46	1	1	1	0.000000	46.000000	46.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	26	0	0	0
47	33	1	1	0.000000	60.151515	60.151515	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	65	0	0	0
48	5	1	3	0.000000	121.400000	121.400000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	74	0	0	0
49	15	1	1	0.000000	27.800000	27.800000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	18	0	0	0
50	10	1	2	0.000000	73.100000	73.100000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	56	0	0	0
51	74	2	2	0.000000	99.756757	99.756757	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	172	0	0	0
52	6	2	1	0.000000	68.500000	68.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	38	0	0	0
53	15	1	1	0.000000	58.866667	58.866667	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	49	0	0	0
54	32	2	2	0.000000	152.750000	152.750000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	155	0	0	0
55	16	1	2	0.000000	98.062500	98.062500	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	62	0	0	0
56	2298	1	1	0.000000	10.651436	6.640992	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	439	0	0	0
57	14	1	2	0.000000	31.000000	31.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	17	0	0	0
58	16	1	1	0.000000	20.562500	20.562500	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	14	0	0	0
59	4	2	1	0.000000	37.000000	37.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	21	0	0	0
60	4	2	1	0.000000	48.250000	48.250000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	27	0	0	0
61	2	2	2	0.000000	246.000000	246.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	139	0	0	0
62	1	2	1	0.000000	186.000000	186.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	102	0	0	0
63	2	1	1	0.000000	164.000000	164.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	91	0	0	0
64	1	2	2	0.000000	193.000000	193.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	101	0	0	0
65	2	2	1	0.000000	180.000000	180.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	110	0	0	0
66	2	2	1	0.000000	163.500000	163.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	96	0	0	0
67	2	2	1	0.000000	119.000000	119.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	69	0	0	0
68	1	2	1	0.000000	106.000000	106.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	63	0	0	0
69	46	1	1	0.000000	19.130435	19.130435	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	22	0	0	0
70	5	2	2	0.000000	65.400000	65.400000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	43	0	0	0
71	29	1	1	0.000000	17.206897	17.206897	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	20	0	0	0
72	55	2	1	0.000000	27.963636	27.963636	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	40	0	0	0
73	6	2	1	0.000000	28.666667	28.666667	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	18	0	0	0
74	12	2	1	0.000000	51.750000	51.750000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	52	0	0	0
75	3	2	2	0.000000	117.333333	117.333333	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	61	0	0	0
76	1	1	1	0.000000	34.000000	34.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	19	0	0	0
77	10	1	2	0.000000	43.500000	43.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	30	0	0	0
78	2	2	2	0.000000	66.500000	66.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	38	0	0	0
79	7	2	2	0.000000	80.428571	80.428571	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	48	0	0	0
80	2	2	1	0.000000	59.500000	59.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	33	0	0	0
81	6	1	1	0.000000	20.000000	20.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	13	0	0	0
82	2	1	2	0.000000	75.500000	75.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	39	0	0	0
83	25	1	2	0.000000	37.520000	37.520000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	37	0	0	0
84	7	1	0	0.000000	28.857143	28.857143	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	24	0	0	0
85	44	1	1	0.000000	18.250000	18.250000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	32	0	0	0
86	113	1	1	0.000000	41.920354	41.920354	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	109	0	0	0
87	16	2	2	0.000000	69.750000	69.750000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	54	0	0	0
88	4	1	1	0.000000	20.000000	20.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	13	0	0	0
89	37	1	2	0.000000	37.378378	37.378378	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	35	0	0	0
90	2	2	2	0.000000	70.000000	70.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	37	0	0	0
91	2	1	1	0.000000	17.000000	17.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	9	0	0	0
92	7	1	1	0.000000	68.142857	68.142857	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	38	0	0	0
93	1	3	2	0.000000	102.000000	102.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	47	0	0	0
94	1	2	2	0.000000	116.000000	116.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	54	0	0	0
95	9	2	1	0.000000	94.333333	94.333333	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	61	0	0	0
96	35	1	1	0.000000	13.971429	13.971429	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	11	0	0	0
97	2	1	2	0.000000	55.000000	55.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	24	0	0	0
98	9	1	2	0.000000	38.555556	38.555556	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	28	0	0	0
99	1	2	2	0.000000	65.000000	65.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	33	0	0	0
100	6	2	1	0.000000	38.500000	38.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	21	0	0	0
101	34	1	1	0.000000	23.323529	23.323529	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	21	0	0	0
102	62	1	1	0.000000	31.483871	31.483871	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	53	0	0	0
103	58	2	1	0.000000	46.293103	46.293103	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	69	0	0	0
104	21	1	2	0.000000	94.238095	94.238095	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	91	0	0	0
105	46	1	1	0.000000	40.565217	40.565217	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	58	0	0	0
106	4	2	1	0.000000	75.750000	75.750000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	41	0	0	0
107	23	1	1	0.000000	19.608696	19.608696	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	19	0	0	0
108	11	1	2	0.000000	44.727273	44.727273	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	22	0	0	0
109	12	2	2	0.000000	99.000000	99.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	61	0	0	0
110	22	1	2	0.000000	27.090909	27.090909	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	32	0	0	0
111	10	2	2	0.000000	37.700000	37.700000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	26	0	0	0
112	29	1	1	0.000000	17.379310	17.379310	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	17	0	0	0
113	12	2	1	0.000000	97.333333	97.333333	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	65	0	0	0
114	60	2	2	0.000000	121.283333	79.650000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	179	0	0	0
115	41	1	1	0.000000	15.097561	15.097561	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	23	0	0	0
116	48	2	1	0.000000	18.229167	18.229167	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	31	0	0	0
117	20	1	2	0.000000	55.650000	55.650000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	40	0	0	0
118	21	1	1	0.000000	38.333333	38.333333	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	25	0	0	0
119	11746	2	2	0.000000	14.093053	11.659288	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	2646	0	0	0
120	9	1	2	0.000000	80.666667	39.444444	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	54	0	0	0
121	4	1	2	0.000000	137.750000	96.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	75	0	0	0
122	8	3	1	0.000000	321.125000	92.875000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	196	0	0	0
123	1	1	1	0.000000	61.000000	20.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	39	0	0	0
124	5	1	3	0.000000	400.800000	111.600000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	243	0	0	0
125	1	2	2	0.000000	423.000000	134.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	215	0	0	0
126	6	1	1	0.000000	23.000000	23.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	13	0	0	0
127	4	2	1	0.000000	96.750000	96.750000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	47	0	0	0
128	1	2	1	0.000000	41.000000	41.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	18	0	0	0
129	41	1	1	0.000000	69.585366	69.585366	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	82	0	0	0
130	23	2	2	0.000000	157.739130	157.739130	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	118	0	0	0
131	12	1	2	0.000000	140.416667	140.416667	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	90	0	0	0
132	146	1	1	0.000000	64.623288	62.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	179	0	0	0
133	45	1	1	0.000000	23.955556	23.955556	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	30	0	0	0
134	38	2	1	0.000000	28.026316	28.026316	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	27	0	0	0
135	6	2	2	0.000000	93.500000	93.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	58	0	0	0
136	11	1	2	0.000000	44.272727	44.272727	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	32	0	0	0
137	47	1	1	0.000000	20.255319	20.255319	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	26	0	0	0
138	31	1	1	0.000000	37.709677	37.709677	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	36	0	0	0
139	1	2	2	0.000000	66.000000	66.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	22	0	0	0
140	12	1	2	0.000000	98.666667	98.666667	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	66	0	0	0
141	1	3	2	0.000000	195.000000	195.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	98	0	0	0
142	25	1	1	0.000000	25.480000	25.480000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	21	0	0	0
143	1	1	1	0.000000	80.000000	80.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	39	0	0	0
144	1	2	3	0.000000	188.000000	188.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	92	0	0	0
145	1	1	1	0.000000	161.000000	161.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	82	0	0	0
146	22	1	2	0.000000	63.409091	63.409091	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	49	0	0	0
147	1	2	2	0.000000	91.000000	91.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	45	0	0	0
148	3	2	2	0.000000	92.666667	92.666667	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	40	0	0	0
149	2	2	1	0.000000	63.500000	63.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	27	0	0	0
150	2	2	1	0.000000	48.000000	48.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	24	0	0	0
151	11	1	2	0.000000	34.363636	34.363636	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	22	0	0	0
152	53	1	1	0.000000	19.358491	19.358491	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	24	0	0	0
153	13	2	1	0.000000	273.307692	228.538462	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	173	0	0	0
154	17	2	1	0.000000	54.882353	54.882353	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	45	0	0	0
155	4	2	1	0.000000	172.750000	104.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	87	0	0	0
156	62	1	1	0.000000	18.370968	18.370968	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	31	0	0	0
157	41	1	1	0.000000	24.560976	24.560976	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	25	0	0	0
158	2	1	2	0.000000	73.000000	73.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	36	0	0	0
159	4	2	3	0.000000	123.000000	123.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	63	0	0	0
160	14	2	1	0.000000	74.285714	74.285714	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	48	0	0	0
161	7	1	2	0.000000	66.000000	66.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	47	0	0	0
162	1	1	2	0.000000	229.000000	229.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	128	0	0	0
163	14	1	2	0.000000	38.214286	38.214286	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	27	0	0	0
164	64	1	2	0.000000	17.468750	17.468750	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	30	0	0	0
165	9	1	1	0.000000	17.555556	17.555556	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	8	0	0	0
166	1	2	1	0.000000	98.000000	98.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	45	0	0	0
167	8	2	1	0.000000	72.750000	72.750000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	38	0	0	0
168	4	1	2	0.000000	181.250000	181.250000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	84	0	0	0
169	2	1	2	0.000000	218.500000	218.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	96	0	0	0
170	2	2	2	0.000000	249.500000	249.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	110	0	0	0
171	1	2	1	0.000000	212.000000	212.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	85	0	0	0
172	35	1	2	0.000000	74.200000	74.200000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	65	0	0	0
173	59	1	2	0.000000	109.220339	88.627119	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	127	0	0	0
174	6	1	1	0.000000	26.333333	26.333333	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	13	0	0	0
175	17	2	2	0.000000	56.529412	56.529412	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	39	0	0	0
176	41	1	1	0.000000	20.536585	20.536585	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	27	0	0	0
177	13	2	1	0.000000	71.769231	71.769231	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	55	0	0	0
178	11	1	1	0.000000	35.363636	35.363636	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	25	0	0	0
179	1	1	2	0.000000	115.000000	83.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	55	0	0	0
180	7	1	3	0.000000	167.857143	121.428571	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	90	0	0	0
181	1	3	2	0.000000	217.000000	171.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	99	0	0	0
182	80	1	1	0.000000	17.937500	17.937500	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	30	0	0	0
183	7	3	2	0.000000	90.285714	90.285714	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	55	0	0	0
184	47	1	1	0.000000	30.085106	30.085106	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	37	0	0	0
185	27	1	1	0.000000	26.481481	26.481481	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	24	0	0	0
186	2	2	2	0.000000	65.500000	65.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	36	0	0	0
187	27	1	1	0.000000	12.777778	12.777778	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	15	0	0	0
188	3	2	2	0.000000	96.666667	96.666667	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	48	0	0	0
189	10	2	1	0.000000	77.400000	77.400000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	48	0	0	0
190	1	2	1	0.000000	21.000000	21.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	9	0	0	0
191	2	2	1	0.000000	75.500000	75.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	36	0	0	0
192	9	2	2	0.000000	110.777778	110.777778	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	71	0	0	0
193	28	1	2	0.000000	37.428571	37.428571	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	36	0	0	0
194	4	1	2	0.000000	83.500000	83.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	48	0	0	0
195	30	1	1	0.000000	17.800000	17.800000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	21	0	0	0
196	3	2	1	0.000000	108.666667	108.666667	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	61	0	0	0
197	1	2	1	0.000000	88.000000	88.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	46	0	0	0
198	4	2	2	0.000000	144.500000	144.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	73	0	0	0
199	17	2	2	0.000000	103.470588	103.470588	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	74	0	0	0
200	7	1	1	0.000000	75.857143	75.857143	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	38	0	0	0
201	6	1	2	0.000000	42.666667	42.666667	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	28	0	0	0
202	22	1	1	0.000000	32.818182	32.818182	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	28	0	0	0
203	2	2	1	0.000000	60.000000	60.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	27	0	0	0
204	5	2	1	0.000000	113.000000	113.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	51	0	0	0
205	1	1	2	0.000000	201.000000	160.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	93	0	0	0
206	1	3	2	0.000000	252.000000	166.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	118	0	0	0
207	50	1	1	0.000000	22.620000	22.620000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	24	0	0	0
208	11	2	2	0.000000	36.363636	36.363636	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	24	0	0	0
209	11	1	1	0.000000	13.909091	13.909091	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	9	0	0	0
210	10	2	2	0.000000	32.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	17	0	0	0
211	26	1	1	0.000000	12.423077	12.423077	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	16	0	0	0
212	38	2	1	0.000000	26.736842	26.736842	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	36	0	0	0
213	13	2	2	0.000000	97.923077	97.923077	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	64	0	0	0
214	75	2	1	0.000000	49.853333	41.480000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	91	0	0	0
215	35	1	1	0.000000	44.771429	44.771429	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	40	0	0	0
216	3	2	2	0.000000	73.333333	73.333333	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	36	0	0	0
217	51	2	1	0.000000	24.392157	24.392157	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	40	0	0	0
218	4	2	2	0.000000	120.750000	120.750000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	73	0	0	0
