ID	lgth	out	in	long_cov	short1_cov	short1_Ocov	short2_cov	short2_Ocov	short3_cov	short3_Ocov	short4_cov	short4_Ocov	long_nb	short1_nb	short2_nb	short3_nb	short4_nb
64	14	2	1	0.000000	67.000000	67.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	51	0	0	0
65	23	1	1	0.000000	78.695652	52.217391	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	72	0	0	0
66	31	2	2	0.000000	116.838710	108.322581	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	114	0	0	0
67	191	1	1	0.000000	52.376963	46.853403	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	222	0	0	0
68	2	0	0	0.000000	37.500000	37.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	19	0	0	0
69	59	1	1	0.000000	18.508475	18.508475	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	40	0	0	0
70	9	2	0	0.000000	34.333333	34.333333	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	28	0	0	0
71	70	1	1	0.000000	23.042857	23.042857	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	48	0	0	0
72	7	2	3	0.000000	78.571429	78.571429	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	45	0	0	0
73	41	1	1	0.000000	21.365854	21.365854	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	34	0	0	0
74	18	2	2	0.000000	46.222222	46.222222	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	38	0	0	0
75	11	1	2	0.000000	24.000000	24.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	18	0	0	0
76	61	1	1	0.000000	15.311475	15.311475	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	24	0	0	0
77	17	2	1	0.000000	41.235294	41.235294	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	37	0	0	0
78	7	2	3	0.000000	196.285714	178.714286	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	105	0	0	0
79	2749	1	2	0.000000	9.734085	9.411059	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	604	0	0	0
80	49	1	1	0.000000	18.938776	18.938776	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	25	0	0	0
81	115	1	1	0.000000	23.060870	23.060870	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	87	0	0	0
82	104	1	1	0.000000	39.798077	39.798077	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	106	0	0	0
83	1	2	2	0.000000	114.000000	114.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	44	0	0	0
84	94	2	2	0.000000	83.095745	63.414894	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	162	0	0	0
85	23	1	2	0.000000	41.347826	28.347826	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	32	0	0	0
86	49	1	1	0.000000	16.081633	16.081633	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	27	0	0	0
87	13	2	1	0.000000	53.076923	53.076923	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	43	0	0	0
88	19	1	1	0.000000	27.368421	27.368421	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	25	0	0	0
89	1	2	2	0.000000	66.000000	66.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	38	0	0	0
90	29	1	1	0.000000	14.482759	14.482759	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	20	0	0	0
91	1	2	2	0.000000	36.000000	36.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	23	0	0	0
92	35	1	1	0.000000	9.942857	9.942857	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	15	0	0	0
93	20	1	2	0.000000	39.600000	39.600000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	42	0	0	0
94	28	1	2	0.000000	22.964286	22.964286	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	31	0	0	0
95	4	1	2	0.000000	64.750000	64.750000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	38	0	0	0
96	1	2	2	0.000000	81.000000	81.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	44	0	0	0
97	39	1	1	0.000000	13.384615	13.384615	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	19	0	0	0
98	11	2	1	0.000000	59.818182	59.818182	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	35	0	0	0
99	3	2	1	0.000000	27.666667	27.666667	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	17	0	0	0
100	9	2	2	0.000000	80.888889	80.888889	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	54	0	0	0
101	2135	1	1	0.000000	9.486183	2.113349	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	498	0	0	0
102	45	2	1	0.000000	16.688889	16.688889	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	36	0	0	0
103	2	2	0	0.000000	27.500000	27.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	11	0	0	0
104	75	2	1	0.000000	28.600000	28.600000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	67	0	0	0
105	5	2	2	0.000000	75.600000	75.600000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	46	0	0	0
106	5	2	0	0.000000	24.000000	24.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	19	0	0	0
107	41	1	1	0.000000	23.365854	23.365854	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	37	0	0	0
108	24	1	1	0.000000	21.833333	21.833333	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	24	0	0	0
109	51	1	2	0.000000	27.274510	27.274510	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	43	0	0	0
110	7	1	1	0.000000	17.571429	17.571429	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	10	0	0	0
111	33	1	1	0.000000	18.575758	18.575758	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	17	0	0	0
112	5	2	2	0.000000	55.000000	55.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	36	0	0	0
113	60	2	1	0.000000	41.550000	41.550000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	81	0	0	0
114	4	2	2	0.000000	93.250000	93.250000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	65	0	0	0
115	5	1	2	0.000000	47.600000	47.600000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	28	0	0	0
116	5	2	2	0.000000	85.000000	85.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	53	0	0	0
117	28	2	1	0.000000	57.857143	57.857143	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	64	0	0	0
118	55	1	1	0.000000	18.872727	18.872727	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	31	0	0	0
119	4	2	2	0.000000	41.750000	41.750000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	21	0	0	0
120	17	1	0	0.000000	23.352941	23.352941	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	11	0	0	0
121	56	2	2	0.000000	27.214286	27.214286	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	50	0	0	0
122	32	1	1	0.000000	10.187500	10.187500	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	9	0	0	0
123	14	0	1	0.000000	22.357143	22.357143	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	15	0	0	0
124	15	2	1	0.000000	30.000000	30.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	20	0	0	0
125	1	1	0	0.000000	42.000000	42.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	20	0	0	0
126	7	1	0	0.000000	22.428571	22.428571	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	18	0	0	0
127	1	0	1	0.000000	44.000000	44.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	19	0	0	0
128	11	2	1	0.000000	144.090909	126.636364	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	103	0	0	0
129	11	1	2	0.000000	34.454545	34.454545	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	28	0	0	0
130	8	2	2	0.000000	103.625000	103.625000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	64	0	0	0
131	39	1	1	0.000000	25.333333	25.333333	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	34	0	0	0
132	8	2	2	0.000000	52.250000	52.250000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	39	0	0	0
133	79	1	2	0.000000	20.354430	20.354430	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	53	0	0	0
134	39	1	1	0.000000	20.769231	20.769231	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	21	0	0	0
135	80	1	1	0.000000	29.125000	29.125000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	63	0	0	0
136	104	2	1	0.000000	29.903846	29.903846	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	66	0	0	0
137	41	2	1	0.000000	45.170732	45.170732	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	58	0	0	0
138	22	2	2	0.000000	69.772727	69.772727	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	63	0	0	0
139	51	1	1	0.000000	27.196078	27.196078	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	37	0	0	0
140	7	1	2	0.000000	73.142857	73.142857	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	35	0	0	0
141	35	1	1	0.000000	16.685714	16.685714	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	20	0	0	0
142	11	2	2	0.000000	105.727273	105.727273	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	63	0	0	0
143	2	2	1	0.000000	82.000000	82.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	40	0	0	0
144	1	2	1	0.000000	54.000000	54.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	27	0	0	0
145	4	1	1	0.000000	13.000000	13.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	5	0	0	0
146	6	2	2	0.000000	43.000000	43.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	24	0	0	0
147	9	1	2	0.000000	39.777778	39.777778	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	24	0	0	0
148	1	1	2	0.000000	76.000000	76.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	35	0	0	0
149	29	1	1	0.000000	13.793103	13.793103	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	10	0	0	0
150	8	2	2	0.000000	71.125000	71.125000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	41	0	0	0
151	66	1	1	0.000000	43.984848	43.984848	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	86	0	0	0
152	18	2	2	0.000000	30.388889	30.388889	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	25	0	0	0
153	49	1	1	0.000000	21.102041	21.102041	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	30	0	0	0
154	12	2	3	0.000000	73.666667	73.666667	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	54	0	0	0
155	2	2	1	0.000000	57.500000	57.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	29	0	0	0
156	22	1	2	0.000000	21.681818	21.681818	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	19	0	0	0
157	7	1	2	0.000000	22.000000	22.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	11	0	0	0
158	33	1	1	0.000000	18.030303	18.030303	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	21	0	0	0
159	8	2	2	0.000000	116.250000	116.250000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	69	0	0	0
160	6	2	1	0.000000	78.166667	78.166667	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	44	0	0	0
161	96	1	1	0.000000	78.062500	73.864583	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	203	0	0	0
162	1193	1	1	0.000000	7.480302	5.016764	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	206	0	0	0
163	7	1	2	0.000000	40.142857	40.142857	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	24	0	0	0
164	7	2	2	0.000000	52.285714	52.285714	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	33	0	0	0
165	21	1	1	0.000000	18.761905	18.761905	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	23	0	0	0
166	4	1	1	0.000000	18.500000	18.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	11	0	0	0
167	50	2	2	0.000000	48.260000	48.260000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	69	0	0	0
168	28	2	2	0.000000	40.214286	40.214286	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	43	0	0	0
169	9	1	1	0.000000	12.333333	12.333333	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	9	0	0	0
170	43	1	1	0.000000	15.395349	15.395349	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	17	0	0	0
171	12	2	0	0.000000	25.250000	25.250000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	21	0	0	0
172	26	1	2	0.000000	61.653846	61.653846	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	57	0	0	0
173	9	1	1	0.000000	28.000000	28.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	17	0	0	0
174	7	2	2	0.000000	68.571429	68.571429	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	40	0	0	0
175	1	2	1	0.000000	36.000000	36.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	17	0	0	0
176	52	1	1	0.000000	13.730769	13.730769	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	23	0	0	0
177	7	1	2	0.000000	55.714286	55.714286	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	31	0	0	0
178	53	1	2	0.000000	66.396226	38.113208	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	103	0	0	0
179	51	1	1	0.000000	31.431373	31.431373	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	43	0	0	0
180	41	1	1	0.000000	16.341463	16.341463	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	24	0	0	0
181	11	2	2	0.000000	32.545455	32.545455	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	28	0	0	0
182	59	2	2	0.000000	111.440678	104.915254	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	177	0	0	0
183	14	1	2	0.000000	94.071429	94.071429	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	75	0	0	0
184	49	1	1	0.000000	15.081633	15.081633	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	20	0	0	0
185	16	2	1	0.000000	30.687500	30.687500	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	23	0	0	0
186	12	2	2	0.000000	130.583333	130.583333	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	91	0	0	0
187	3	2	1	0.000000	48.000000	48.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	29	0	0	0
188	5	1	2	0.000000	61.600000	61.600000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	34	0	0	0
189	214	1	1	0.000000	28.626168	28.626168	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	137	0	0	0
190	10	1	2	0.000000	31.400000	31.400000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	24	0	0	0
191	5	2	2	0.000000	130.200000	93.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	76	0	0	0
192	4	2	1	0.000000	33.000000	33.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	18	0	0	0
193	14	1	1	0.000000	13.500000	13.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	10	0	0	0
194	32	1	2	0.000000	71.437500	48.968750	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	80	0	0	0
195	10	2	2	0.000000	44.500000	44.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	30	0	0	0
196	28	1	1	0.000000	14.392857	14.392857	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	17	0	0	0
197	61	1	1	0.000000	11.688525	11.688525	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	31	0	0	0
198	29	1	1	0.000000	22.517241	22.517241	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	26	0	0	0
199	3	2	2	0.000000	31.333333	31.333333	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	18	0	0	0
200	1008	2	1	0.000000	9.405754	9.405754	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	199	0	0	0
201	94	1	1	0.000000	34.063830	34.063830	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	79	0	0	0
202	24	2	2	0.000000	56.583333	53.125000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	73	0	0	0
203	188	1	1	0.000000	20.106383	20.106383	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	76	0	0	0
204	4	2	2	0.000000	30.250000	30.250000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	16	0	0	0
205	30	1	1	0.000000	15.200000	15.200000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	16	0	0	0
206	29	1	1	0.000000	15.206897	15.206897	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	18	0	0	0
207	88	1	1	0.000000	33.613636	33.613636	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	65	0	0	0
208	2	0	2	0.000000	27.000000	27.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	17	0	0	0
209	35	1	1	0.000000	17.657143	17.657143	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	24	0	0	0
210	3	2	2	0.000000	94.333333	94.333333	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	35	0	0	0
211	11	1	2	0.000000	51.545455	51.545455	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	39	0	0	0
212	5	2	1	0.000000	73.600000	73.600000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	45	0	0	0
213	2	1	1	0.000000	32.500000	32.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	23	0	0	0
214	2	1	1	0.000000	9.500000	9.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	4	0	0	0
215	5	2	0	0.000000	22.600000	22.600000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	12	0	0	0
216	31	1	1	0.000000	10.322581	10.322581	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	11	0	0	0
217	4	2	3	0.000000	68.000000	68.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	31	0	0	0
218	74	1	1	0.000000	19.270270	19.270270	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	35	0	0	0
